"","1_1","1_2","1_3","2_1","2_2","2_3","3_1","3_2","3_3","4_1","4_2","4_3","5_1","5_2","5_3","6_1","6_2","6_3","7_1","7_2","7_3","8_1","8_2","8_3","9_1","9_2","9_3","10_1","10_2","10_3"
"ENSG00000169717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177133",9,21,18,38,24,17,8,18,19,16,26,11,20,9,9,11,22,11,26,21,12,9,4,22,13,9,23,16,20,20
"ENSG00000256761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142611",485,732,745,405,325,217,123,515,582,373,368,138,533,458,310,497,417,118,806,553,379,202,144,333,326,126,336,218,236,247
"ENSG00000226286",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272235",0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000130762",1811,2668,2593,3190,2606,1656,488,1735,2523,3022,2805,1373,1591,1577,1007,2767,2358,821,3068,1792,1687,1478,873,2565,1061,596,1999,940,1403,1760
"ENSG00000272088",2,4,7,12,6,5,0,4,5,3,8,8,3,3,1,12,14,3,4,3,3,0,1,13,6,1,14,6,4,14
"ENSG00000162591",2788,4215,3795,6212,4526,2793,809,2509,3443,4779,4886,2107,2632,2463,1523,4801,4145,1367,4682,2773,2628,3706,2180,5456,1985,1154,5094,1737,3181,4096
"ENSG00000207776",1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000238260",11,22,7,4,4,7,1,9,1,6,1,8,9,1,1,6,10,0,17,12,18,5,0,7,6,0,5,1,4,5
"ENSG00000158109",1026,1292,1437,2113,1691,1059,295,848,1418,2047,1975,1047,995,895,632,2025,1975,643,1918,1170,1090,1308,747,2219,673,446,1779,608,1189,1485
"ENSG00000116213",1288,1952,2013,2360,1905,1122,412,1370,1716,2116,2178,1031,1588,1485,939,2719,2384,813,2662,1581,1375,1320,784,2153,1147,583,2067,852,1196,1739
"ENSG00000078900",860,1304,1252,1762,1426,742,229,878,1226,1436,1329,597,843,840,514,1491,1351,404,1612,933,813,782,420,1217,621,425,1149,581,717,960
"ENSG00000227589",2,0,2,1,2,1,1,2,3,5,2,0,3,1,0,6,2,3,0,0,0,0,0,0,0,1,0,4,0,0
"ENSG00000235131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227372",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"ENSG00000162592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000235169",52,74,86,124,108,71,19,28,80,110,108,34,28,49,42,83,66,31,83,46,39,50,43,91,33,6,82,15,42,59
"ENSG00000130764",1466,2202,2230,2705,2343,1537,433,1678,2209,2735,2561,1267,1498,1434,943,2760,2662,914,3074,1738,1643,1558,921,2490,1127,609,2120,937,1374,1888
"ENSG00000266075",1,0,4,2,3,11,2,2,0,1,2,5,0,0,0,0,3,0,0,2,0,0,2,4,0,1,3,0,0,2
"ENSG00000272153",4,5,1,9,1,5,2,1,4,6,7,3,1,3,1,8,7,2,4,0,0,6,1,5,8,1,7,2,1,6
"ENSG00000116198",1145,1636,1527,1959,1599,1044,363,1162,1437,1764,1771,804,1131,959,636,1862,1817,484,2106,1195,1141,1108,734,1820,775,454,1734,737,941,1368
"ENSG00000169598",213,307,306,427,425,260,71,205,316,386,451,175,210,193,124,472,426,151,484,317,241,240,133,364,197,75,298,117,184,295
"ENSG00000264428",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198912",972,1429,1515,1643,1353,897,294,997,1409,1473,1440,718,770,942,551,1409,1246,454,1848,1067,958,821,499,1440,622,376,1025,453,647,889
"ENSG00000236423",15,21,17,25,32,22,1,10,26,25,27,4,28,19,12,22,21,6,46,19,13,9,10,17,10,14,17,11,5,18
"ENSG00000233304",0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226374",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229280",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232596",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000196581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264341",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000216045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264101",5,2,2,3,5,1,0,5,0,0,2,0,3,0,0,2,0,3,3,1,5,0,3,6,1,0,3,0,0,0
"ENSG00000131697",931,1530,1324,1555,1202,743,223,921,1226,1355,1374,671,844,840,489,1288,1273,404,1698,1101,889,925,487,1237,575,338,1177,472,719,971
"ENSG00000266687",0,0,0,0,4,0,0,0,0,3,2,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,2
"ENSG00000069424",649,831,829,1416,1030,624,187,561,765,1222,1095,530,565,479,326,1253,1148,362,975,572,455,567,357,916,333,201,809,229,483,730
"ENSG00000268332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000116254",495,674,724,742,578,310,133,521,714,628,653,305,708,661,478,1030,855,267,1020,606,467,217,123,321,479,263,513,381,302,420
"ENSG00000116251",10188,15202,15745,16840,14159,9240,2838,10456,14072,17486,16294,8794,9151,9261,5697,15252,17680,5572,17714,10666,9790,8911,5676,15764,6289,3518,11666,4968,7533,10999
"ENSG00000226944",35,56,37,38,24,25,10,26,52,20,28,13,29,24,20,37,20,9,76,41,26,27,7,32,15,16,25,25,31,27
"ENSG00000158286",2367,3259,2905,3744,3128,1658,656,2328,3148,3094,3298,1543,2365,2284,1270,3283,3077,874,5168,2940,2560,2562,1489,4097,2012,1069,4187,1680,2902,3481
"ENSG00000116237",2309,3396,3577,4416,3548,2378,721,2259,3165,4286,4190,2184,2265,2330,1468,4196,4089,1354,5409,3290,2596,3318,1940,5484,1943,1008,3911,1589,2358,3328
"ENSG00000225077",15,24,27,41,15,10,5,28,16,43,38,12,11,19,13,35,52,14,39,25,18,11,8,17,16,9,21,23,6,20
"ENSG00000173673",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000158292",265,438,435,726,575,377,73,294,374,667,662,225,327,375,240,768,723,234,469,249,223,343,170,452,191,145,587,191,415,471
"ENSG00000097021",2994,4076,4379,4491,3606,2414,755,2842,3711,4276,4086,1891,2633,2665,1651,4041,3903,1321,5551,3091,2854,2311,1330,3479,1757,951,2791,1325,1564,2326
"ENSG00000271746",8,17,5,16,4,4,0,1,5,10,2,2,1,3,6,16,8,1,11,3,2,2,2,2,0,4,2,2,1,2
"ENSG00000069812",548,707,717,901,643,488,160,455,660,806,797,386,964,881,657,1455,1419,497,743,523,422,222,122,373,467,272,497,385,287,522
"ENSG00000187017",4377,6519,6528,7710,6124,3843,1215,4514,5776,6896,6648,2938,3938,4256,2643,7113,6075,2095,6573,3745,3598,2590,1623,4115,2667,1635,3980,2339,2505,3289
"ENSG00000265392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231868",0,0,0,1,1,1,1,3,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215788",1308,2000,1726,1645,1371,818,416,1318,1680,1495,1391,720,1168,1261,716,1543,1375,453,2168,1257,1258,917,643,1556,897,502,1530,735,942,1226
"ENSG00000171680",3989,6214,5443,5137,4068,2500,1032,4038,5264,4405,4341,2001,3836,3920,2633,5094,4642,1526,6878,3861,3769,2546,1623,4165,2685,1448,3760,2217,2644,3282
"ENSG00000162408",1165,1792,1875,2304,1729,1103,406,1491,1846,2112,2489,1049,1619,1173,869,2152,2096,610,2751,1594,1413,1139,738,1889,1063,643,1777,990,988,1672
"ENSG00000253022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173662",0,3,0,2,1,0,0,0,1,1,2,0,0,3,0,1,7,0,1,3,0,0,2,1,1,1,2,1,1,2
"ENSG00000204859",664,936,902,1151,910,594,236,613,807,1148,1074,549,672,695,346,1140,1027,367,1274,769,702,594,379,979,493,235,925,400,558,767
"ENSG00000162413",2271,3073,3174,3327,2571,1790,592,2166,2853,3090,2966,1448,1964,2028,1285,3129,2808,1077,3824,2173,2304,1867,1163,3001,1571,939,2697,1463,1664,1967
"ENSG00000116273",1023,1586,1732,2231,1683,1171,343,1196,1672,2289,1936,1139,1067,1046,580,1715,1551,493,2234,1264,1326,1159,582,1698,886,460,1384,763,855,1301
"ENSG00000041988",480,854,735,664,570,317,148,539,670,657,625,290,413,491,301,590,572,150,973,509,547,349,215,523,302,183,427,222,262,324
"ENSG00000007923",2190,3181,3236,3685,3129,1827,659,2146,3008,3569,3398,1546,2294,2052,1404,3571,3513,1138,4416,2618,2395,2057,1268,3117,1579,921,2975,1294,1685,2431
"ENSG00000228750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237436",10,5,4,3,6,5,0,2,4,8,2,1,1,3,2,5,6,6,4,2,9,1,0,0,4,0,0,0,1,5
"ENSG00000171735",777,1316,1185,1506,1225,850,262,847,1090,1653,1488,802,844,790,562,1472,1388,523,1545,948,812,929,599,1674,594,350,1388,442,877,1309
"ENSG00000227950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237402",0,4,5,4,0,2,0,0,2,7,2,0,5,1,2,0,0,0,4,0,0,1,0,0,0,0,1,0,0,2
"ENSG00000237728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225126",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270171",4,13,12,10,3,4,2,4,5,3,11,1,6,1,4,4,7,0,8,2,21,4,2,17,9,2,7,4,7,8
"ENSG00000270035",10,11,6,7,15,6,0,3,7,8,11,4,4,5,2,12,4,3,7,2,7,2,3,7,1,2,11,6,3,4
"ENSG00000269978",9,18,13,17,24,14,1,9,5,16,20,9,22,2,3,23,15,13,16,4,0,6,9,15,7,3,20,3,14,9
"ENSG00000049245",2056,2986,3238,4493,3630,2512,648,2129,3086,4442,4240,2153,2094,1946,1288,3970,4045,1339,3993,2357,2045,2241,1365,4042,1595,849,3066,1142,1804,2728
"ENSG00000269925",18,38,28,40,31,12,1,17,18,29,13,20,21,22,7,31,44,12,26,28,16,16,14,28,11,3,32,6,10,24
"ENSG00000049246",289,448,477,992,807,492,93,324,422,943,964,456,316,310,222,726,667,225,745,463,376,548,298,888,250,152,683,222,427,618
"ENSG00000236266",0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000049247",62,96,105,98,82,63,16,94,105,98,119,51,81,61,41,108,111,44,94,107,77,51,51,97,44,28,85,41,69,66
"ENSG00000049249",3,10,8,4,8,3,2,7,6,5,13,2,11,2,2,5,6,2,3,6,6,3,6,5,5,0,7,2,2,4
"ENSG00000270330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000116288",3148,4701,4821,5569,4723,3084,881,3256,4429,5689,5510,2670,3028,3137,1913,5437,5907,1842,6039,3749,3348,2911,1763,5187,2053,1110,3620,1740,2158,3363
"ENSG00000200344",0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000116285",37073,61701,57908,90498,70304,46545,9411,39181,48262,86140,80466,41093,32499,34281,20304,80054,79482,26174,51732,30305,28081,40226,22056,68008,16139,9641,55581,13141,37192,52595
"ENSG00000238290",29,61,45,79,67,50,12,29,50,67,65,37,41,31,34,71,44,10,55,19,26,22,26,51,21,15,74,27,51,62
"ENSG00000232848",0,2,8,1,1,1,0,1,3,0,3,1,1,3,0,0,0,0,3,1,0,0,2,1,0,0,0,0,1,1
"ENSG00000229305",13,42,16,20,22,5,4,3,16,13,16,14,12,7,5,6,14,1,18,11,16,1,4,6,7,0,9,7,14,12
"ENSG00000200975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227634",16,38,17,28,19,11,10,10,33,23,15,6,21,25,15,49,24,9,24,22,11,11,10,23,12,14,18,14,25,10
"ENSG00000233645",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265414",0,0,0,1,2,0,3,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1
"ENSG00000251977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162426",556,828,850,813,648,431,135,573,742,804,719,342,617,577,422,874,749,245,1058,551,569,392,241,605,369,257,606,318,460,526
"ENSG00000252254",0,4,0,2,1,3,0,2,3,6,1,4,0,3,0,9,2,1,2,1,1,0,2,2,0,0,1,0,1,2
"ENSG00000142599",2677,3801,3854,4641,3805,2246,723,2801,3660,4059,4109,1887,2565,2458,1667,4138,3823,1151,4692,2626,2418,2233,1302,3630,1661,963,3292,1344,2096,2482
"ENSG00000232912",4,1,2,2,7,0,0,2,0,4,3,4,1,3,2,0,3,1,1,3,4,1,1,0,3,1,5,2,1,6
"ENSG00000221083",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234619",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ENSG00000224315",0,0,2,2,7,1,1,0,2,0,3,4,4,5,0,6,2,3,2,1,2,0,1,0,0,1,0,4,0,4
"ENSG00000222511",0,0,3,0,0,5,2,0,0,0,0,1,2,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226545",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228423",0,4,7,1,4,1,0,9,2,2,3,1,2,0,0,5,7,0,1,0,5,4,4,7,0,0,2,1,3,2
"ENSG00000229716",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000074800",103710,155876,159761,138270,111641,69244,28678,102628,141248,130628,119304,62055,79452,80032,50601,103468,99708,33610,151570,89708,92837,40923,24291,68548,49471,28767,47093,41749,29658,46818
"ENSG00000236269",41,64,66,40,43,43,3,42,46,43,74,20,40,61,24,34,65,13,48,39,42,20,24,41,36,15,22,15,11,14
"ENSG00000230679",9,13,7,7,10,8,5,3,9,17,6,5,15,5,6,12,13,10,14,8,6,6,6,5,3,1,7,1,9,2
"ENSG00000201725",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238249",0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000232208",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000131686",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197241",0,2,0,2,0,1,0,0,6,1,3,0,0,0,0,8,2,0,0,0,0,2,2,0,1,0,0,0,0,1
"ENSG00000142583",1,4,0,2,0,0,0,1,0,0,0,0,1,2,0,6,2,0,0,1,1,9,0,6,2,2,1,4,5,0
"ENSG00000252404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000180758",301,565,482,557,498,296,103,336,454,558,493,257,317,296,195,475,481,171,595,352,313,315,211,528,202,124,425,164,252,400
"ENSG00000207865",11,5,7,5,2,1,0,12,4,8,5,1,13,12,8,1,10,2,19,0,1,0,1,5,1,1,1,1,4,7
"ENSG00000228526",3,1,6,5,6,7,0,4,2,3,3,0,15,8,5,2,13,3,3,0,4,2,0,7,0,3,2,3,1,1
"ENSG00000234546",26,47,40,43,47,30,6,27,34,53,71,29,46,43,26,79,104,24,49,21,23,32,10,51,39,24,78,30,36,66
"ENSG00000049239",2326,3294,3134,3611,2772,1846,735,2471,3198,3365,2970,1568,1797,1850,1184,2729,2443,744,4567,2598,2441,2219,1214,3269,1362,840,2905,1230,1868,2198
"ENSG00000252841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171621",550,750,728,964,702,490,130,521,714,805,824,404,391,436,283,760,719,222,1097,629,553,624,332,859,352,226,723,321,412,567
"ENSG00000252956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171612",411,729,676,1239,1009,732,143,528,684,1363,1311,630,531,488,309,1420,1360,490,960,565,545,732,459,1205,346,221,923,347,584,810
"ENSG00000231181",20,35,27,33,58,18,1,24,23,30,44,13,31,10,5,29,33,12,24,22,16,15,9,20,13,6,21,7,14,4
"ENSG00000188807",645,868,885,1479,1188,721,204,645,872,1292,1391,594,729,679,457,1560,1403,404,1509,954,742,705,422,1123,664,292,1153,492,694,1065
"ENSG00000171608",717,1031,1130,1413,1049,666,219,745,937,1189,1113,533,775,654,422,1254,1026,334,1127,669,642,526,283,827,379,231,731,313,532,570
"ENSG00000179840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233268",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231789",149,180,206,290,232,163,30,114,221,285,240,106,132,124,70,243,241,78,161,130,112,138,79,259,124,62,167,45,110,169
"ENSG00000171603",9228,14065,13999,15903,12559,7832,2597,9488,12593,14446,13602,6042,7882,7899,5050,14082,12526,4085,16382,9593,8649,8111,4487,11609,5463,3098,10634,4737,6987,8899
"ENSG00000271264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178585",1056,1595,1659,1776,1397,954,328,1120,1464,1565,1514,840,965,1060,704,1665,1560,513,2145,1252,1195,1177,709,1708,778,429,1562,617,1022,1304
"ENSG00000223989",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000162441",628,1010,1008,1133,1035,665,194,677,983,1197,1234,666,723,618,412,1213,1203,445,1055,660,662,707,365,1114,405,273,816,354,518,762
"ENSG00000228150",5,9,6,7,5,5,3,5,5,13,6,2,8,2,3,11,4,4,11,7,4,5,5,3,2,2,7,5,7,5
"ENSG00000173614",304,464,434,508,420,249,102,341,454,482,492,219,295,335,196,541,560,148,571,330,337,326,177,527,224,129,385,175,274,381
"ENSG00000202415",5,5,7,10,3,0,1,12,5,9,16,3,8,9,1,4,2,1,8,4,15,2,0,13,3,3,6,9,2,9
"ENSG00000265521",2,0,3,0,2,0,2,0,1,2,3,1,5,3,0,1,0,0,0,2,1,2,0,4,0,2,3,0,2,0
"ENSG00000241326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000162444",447,735,784,895,722,473,112,474,641,890,834,413,461,506,274,820,945,303,899,512,496,408,278,765,276,181,496,233,328,494
"ENSG00000225786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000130939",2289,3413,3293,4224,3533,2077,662,2379,3033,3850,4028,1616,2162,1918,1251,3440,3673,1061,4090,2387,2194,2337,1358,3521,1270,693,2888,947,1776,2238
"ENSG00000224340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233623",2,14,7,6,8,0,2,6,26,8,9,4,9,4,5,2,6,0,16,8,9,7,0,7,1,2,6,5,8,6
"ENSG00000201746",1,0,0,2,4,2,2,3,1,1,3,1,1,1,0,0,3,0,6,0,0,2,0,2,0,0,0,2,0,0
"ENSG00000054523",3641,5550,5085,4752,3846,2243,1088,3901,4986,4101,4380,2070,3671,3357,2115,4180,4145,1225,6091,3722,3309,2277,1339,3549,2209,1236,3123,1853,1937,2412
"ENSG00000264881",0,0,0,0,2,0,0,1,0,0,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199562",1,0,1,1,2,2,0,2,0,0,4,0,1,0,1,3,5,0,0,1,1,0,0,0,1,1,0,1,0,0
"ENSG00000264501",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265945",4,5,10,2,11,4,3,5,11,1,12,2,12,7,3,2,8,3,16,8,4,0,0,3,2,2,6,5,7,7
"ENSG00000142657",4213,5786,6025,8020,6588,4153,1111,3938,5399,7954,7482,3584,3971,3929,2556,8251,8460,2641,7173,4174,3639,3971,2366,6260,2603,1475,5028,2069,3086,4302
"ENSG00000271989",0,6,1,3,2,0,3,3,0,2,0,0,3,0,1,4,1,0,0,6,1,0,0,0,0,0,2,0,0,0
"ENSG00000175279",72,116,126,200,176,100,19,72,105,211,163,96,87,74,40,194,188,52,149,107,67,120,46,169,60,36,104,25,79,96
"ENSG00000251503",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241563",4,5,6,7,4,5,0,6,7,3,7,0,6,1,10,5,9,0,12,2,2,7,1,3,0,1,0,2,2,0
"ENSG00000160049",2226,3202,3394,4128,3427,2066,653,2301,2939,3995,3854,1974,2457,2292,1601,4326,4586,1490,4268,2533,2114,2065,1210,3318,1822,1029,2907,1405,1805,2773
"ENSG00000203469",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142655",920,1371,1358,1412,1172,696,247,905,1147,1331,1297,578,821,765,531,1310,1301,426,1602,1013,924,774,458,1289,566,377,1105,491,702,875
"ENSG00000243267",2,2,1,1,5,5,0,2,5,0,5,0,8,1,2,1,3,0,7,0,1,0,0,2,6,0,0,0,1,0
"ENSG00000130940",588,956,907,902,722,464,175,638,848,804,846,330,629,650,356,873,799,273,979,612,460,376,230,598,300,193,527,195,352,377
"ENSG00000272078",0,1,2,3,2,2,0,5,3,1,2,1,2,2,0,2,1,0,4,2,4,0,1,2,0,0,2,2,0,0
"ENSG00000225158",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000175262",0,3,3,2,4,0,3,0,4,0,1,0,1,0,0,0,0,0,1,2,1,0,0,1,3,1,0,2,1,1
"ENSG00000215785",0,2,1,2,0,2,0,0,2,3,0,1,0,0,0,0,2,1,0,0,1,0,2,2,0,0,2,0,1,0
"ENSG00000264181",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120948",3619,5284,5145,7470,6114,4030,1027,3586,4747,7009,7030,3533,3429,3221,2110,6666,6908,2125,6326,3763,3260,3016,1746,5139,2295,1344,3930,1891,2521,3880
"ENSG00000009724",7,10,14,9,17,0,3,6,6,6,4,4,23,5,4,14,15,3,15,9,2,8,2,8,6,2,4,4,0,13
"ENSG00000271895",214,322,325,279,233,137,45,189,288,179,211,71,161,194,87,162,169,55,297,181,169,127,74,181,113,68,165,117,141,168
"ENSG00000116649",1304,1960,1930,2239,1851,1211,383,1498,1755,2127,2125,878,1276,1214,811,2367,1952,754,2613,1368,1312,1084,667,1874,898,524,1631,794,1019,1349
"ENSG00000171824",2529,3786,3532,4835,4108,2449,727,2644,3505,4793,4563,2161,2535,2443,1499,4597,4608,1490,5119,3049,2478,2681,1541,4441,1808,1026,3433,1342,2082,3010
"ENSG00000226849",9,8,3,10,13,6,0,7,7,8,12,2,5,4,4,8,4,5,10,5,3,5,0,9,1,3,13,0,1,14
"ENSG00000230337",0,3,14,24,34,8,2,4,7,28,21,5,3,4,6,34,39,5,14,6,17,7,12,24,3,10,21,1,19,12
